,labels,content
443,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","I'm falling for my abusive and cheating ex-boyfriend + My kid’s dad and I broke up two years ago. He still wants me back, and I just started to fall for him again. But our kids are with Child Protective Services: that’s why we broke up. He started to talk to other women, and he put his hands on me."
444,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Is it normal to be more sensitive when I'm not intimate with my boyfriend? + He's gone for 11 weeks for a band camp. It's week two right now. We used to be Intimate a lot, and now since he's busy 12 hours a day, we can't really be Intimate, even over the phone. Is it normal for me to more sensitive in general?"
445,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","How do I stop my step child from hurting my biological child? + What makes my step child, an 8 year old boy, choke my daughter, a 6 year old girl? This has been going on for 4 years. The boy tells my daughter not to tell on him. He knows it's wrong; we have did time out, spanking, taking away toys, and sitting on the wall. I am afraid for my daughters safety!"
446,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","How do I find a therapist for my family as a minor? + I’m a teenager. My entire family needs family therapy, and more than likely individual therapy. My parents refuse to take action, and I'm tired of it. Is there any way I can get out of this myself?"
447,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","What should I do after finding my boyfriend flirting on dating websites? + I found the guy I’m dating on dating websites. He was telling women that they were beautiful. He said it wasn’t him and that the phone was hacked. It has since happened two other times. He says he loves me and I’m the only girl he wants to be with, but I feel he is not telling me the truth."
448,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","About a year ago I found out my husband had cheated on me + Cheating is something unacceptable for me but because we have two daughters I decided not to break up the family.However, now I am struggling to forget and forgive what happened. I feel like I cannot trust him. Without trust, I cannot stay in this relationship. On the other hand, I do not want my children to get hurt. I'm not sure how to move forward?"
449,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",How do I fix my marriage? + My wife just last week said she wants a divorce and it's all sudden. I understand that marriages have their ups and downs but I don't understand why she can't tell me why she wants a divorce. Should I fight for my family (daughter and wife)?
450,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Do narcissists get healed by rationalizing? + I read that you should ignore them and they have to come to a conclusion that they were wrong on their own terms. Is that correct?
451,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","I'm desperate for attention, and I don't know what to do about it + I like getting attention from men. I don't have sex. I lead them on to thinking I might want to. I like to tease, I like for men to chase me, and I like to feel wanted."
452,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","How do I talk to my girlfriend about my anxiety from her exes? + My girlfriend remains friends with ex boyfriends/lovers on Facebook who actively like and comment on posts. It causes me to get jealous because I'm afraid they might reconnect somehow. I've attempted to talk to her about it, but she avoids it and doesn't seem to worry about how I feel about it."
453,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","My boyfriend is always accusing me of not loving him + I love him so much, and I don't know what to do."
454,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","Why does my mom show more love to my brothers than me? + She treats me like I'm not in her presence. She’s always yelling at me for no reason. She gives more respect to my brothers than me, but only my brothers fight her while I respect her."
455,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","How do I know who to trust? + So many people lie, and it's hard to tell who speaks the truth. Who do I trust? I don't even trust my family or friends."
456,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",I feel burned out + I haven't been feeling like myself lately. I've been upset for no reason and feeling anxious. I'm feeling burnt out. What can help me feel better?
457,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","I think my trust issues are going to end my relationship early + As I was growing up, my mother and father always fought. With that, I grew trust issues. I think it's going to affect my relationship now and end it sooner then I want to. I try not to let it affect me, but I can’t."
458,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Should I just move on from my demanding girlfriend? + My girlfriend and I have broken up and gotten back together numerous times in the past two years. We recently just broke up again last night on New Year’s Eve. When we break up, the very next day, she calls me and acts as if nothing has happened. She acts like everything is alright. This has been going on for two years. I do love her and care about her and her children a lot, but she seems really demanding as far as what she deserves from a man. She is always telling me that she deserves this and that from a man. It makes me feel like crap because I cannot give her everything that she wants. She told me one time that she wants a man who is going to be afraid to lose her. Is that a normal thing that women want, or should I just move on already? I am in my 30s and she is in her 40s."
459,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","I'm in a relationship, and I think I like my ex-boyfriend. Who do I choose? + I'm dating this guy, Peter. My friend Jennifer used to date him a while ago, and she's fine with us dating. My ex-boyfriend, Paul, broke up with Jennifer, and she's devastated about it. Peter and I are going through a rough patch in our relationship. All of a sudden, Paul is in ""love"" with me, and he wants me back. I don't know what to do because I can't hurt my friend or my boyfriend, but I think I might Paul again."
460,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","My new husband is constantly talking to himself + When I ask him who he is talking to, he tells me no one. But, it sounds like he is holding a conversation with someone. I have even accused him of having a secret cell phone. I ask so much, I feel like I am losing it. Is he trying to make me question my sanity, or is he talking to himself?"
461,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",The Underlying Causes of Being Possessive + I am extremely possessive in my relationships and this is hurting my friendships. How can I fix my underlying issues?
462,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","Do I leave my cheating husband or share him with someone? + I've been with my husband for eight years now. We have split twice before, and the first time was because he cheated. I took him back months later, and he really tried making it up to me by making a lot of changes. However, we continued to have issues because of my lack of trust. My insecurities and trust issues lead to physical abuse, which lead to us separating again. During that separation, he consoled himself by talking to the same girl he cheated on me with. But we then ended up back together and worked it out for a while until I got pregnant with our second child.
 The baby was a few months old, and he confessed to me about his secret relationship with her. He told me how he could never stop talking to her and how, during our issues, she has been and is the only women he's gone behind my back with (but on a friendship level because she's miles away). He confessed how he fought feelings for her and feels like he's possibly in love with her too. He said he feels like he's in love with the both of us now because this women has fallen for him, and she hasn't been able to leave him alone since. Even though she knows that he's still with me and happy with our family, she can’t help it, and he confessed how his feeling for her are mutual. Being that he loves me too, he wanted to be with the both of us at the same time. He wanted to have affairs with her behind my back by flying her out and staying at a hotels, but he didn't want me to find out, so he told me everything. He said he didn't want to continue to lie to me and so I can finally stop accusing him of being with other women when it's only been this one girl the whole time. He feels like my insecurities and trust issues are what pushed him closer towards her, and that no matter what he did to do right, I would still accuse him. He's caught up in his feelings and pretty much says that he wants her but doesn't want me to leave him because I'm the one he wants to be with for the rest of his life.
 I'm of course hurt and in shock. I feel like I have to make a decision on whether I want to allow it and deal with having to share him or walk away. Both of these decisions are really hard to make because I feel like whether I stay or go, my heart will still be torn apart. I have to make a decision quick because she will be flying out sooner than I thought."
